RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds,Year,AggressionScore,RKOOddsDec,RSubOddsDec,BKOOddsDec,BSubOddsDec,RedFinishingProb,BlueFinishingProb,RedStrikeGrapple,BlueStrikeGrapple,FightPace,SurvivabilityIndex,RedOddsDec,BlueOddsDec,Pred,Pblue,BettingEdgeIndex
Chris Weidman,Vitor Belfort,-420,335,23.8095,335,2015-05-23,"Las Vegas, Nevada, USA",USA,Red,TRUE,Middleweight,MALE,5,0,3,0,10.6316,0.508,0.4211,0.3158,0.145,3,6,29,5,0,0,0,10,2,1,13,Southpaw,182.88,187.96,185,0,8,0,30.25,0.45,0.875,2.5,0.749,8,0,19,3,0,0,3,3,2,0,8,Orthodox,187.96,198.12,185,30,38,0,-5,-5,5,-6,10,2,8,0,-5.08,-10.16,-8,-19.6184,-0.4539,-2.1842,0,3,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,14,Red,KO/TKO,Punches,1,02:53:00,173,375,1100,200,1400,135,575,2015,5.258334807966399e-4,2.35,3,6.75,15,0.7588652482269503,0.2148148148148148,0.40298507462686567,0.2911392405063291,0.44233333333333336,0.5766666666666667,1.2380952380952381,4.35,0.8076923076923077,0.2298850574712644,0.5778072502210433
Donald Cerrone,John Makdessi,-700,500,14.2857,500,2015-05-23,"Las Vegas, Nevada, USA",USA,Red,FALSE,Lightweight,MALE,3,0,1,0,51.2222,0.427,0,0,0,3,3,21,0,0,0,3,3,0,0,6,Orthodox,172.72,172.72,155,0,7,0,44.0588,0.475,0.4118,0.7647,0.311,7,3,36,0,0,0,6,4,4,0,14,Orthodox,185.42,185.42,155,32,30,0,-6,-4,-8,0,-15,0,-1,-4,-12.7,-12.7,2,7.1634,-0.4118,-0.7647,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Kick,2,04:44:00,584,150,900,180,2300,350,775,2015,6.144174602214718e-6,4.5,2.8,8.75,24,0.5793650793650793,0.15595238095238095,0.660377358490566,0.25203252032520324,0.20355555555555555,0.9733333333333334,1.1428571428571428,6,0.875,0.16666666666666666,0.7083333333333334
Travis Browne,Andrei Arlovski,-500,400,20,400,2015-05-23,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Heavyweight,MALE,3,0,5,0,19.75,0.434,0.3125,0.125,0.125,6,4,30,5,0,1,1,8,2,0,12,Orthodox,190.5,195.58,240,0,1,0,21.3636,0.516,0.1818,0.7273,0.378,3,3,19,0,0,0,1,6,1,0,8,Orthodox,198.12,200.66,255,32,36,0,4,3,4,-1,11,5,2,1,-7.62,-5.08,-4,-1.6136,0.1307,-0.6023,0,7,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Punches,1,04:41:00,281,475,675,1250,1450,-175,650,2015,1.2339457598623172e-4,1.5714285714285714,13.5,7.5,15.5,0.7104377104377104,0.1978494623655914,0,0.30952380952380953,0.4063333333333333,0.9366666666666666,1.2,5,0.8333333333333334,0.2,0.6333333333333333
Joseph Benavidez,John Moraga,-750,525,13.3333,525,2015-05-23,"Las Vegas, Nevada, USA",USA,Red,FALSE,Flyweight,MALE,3,0,2,0,29,0.4,0.8571,0.5714,0.207,2,2,19,1,0,1,0,1,3,0,5,Orthodox,167.64,167.64,125,0,2,0,41.7,0.343,0.4,1,0.215,3,2,24,2,0,0,4,3,1,0,8,Southpaw,162.56,165.1,125,30,31,0,0,-1,-3,0,-5,-1,-2,2,5.08,2.54,-1,-12.7,0.4571,-0.4286,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,Red,U-DEC,NA,3,05:00:00,900,-125,825,320,1250,500,1400,2015,2.902311985211097e-6,6,4.2,15,13.5,0.40476190476190477,0.14074074074074072,0.6097560975609756,0.5283018867924528,0.1,1,1.1333333333333333,6.25,0.8823529411764706,0.16,0.7223529411764705
John Dodson,Zach Makovsky,-800,550,12.5,550,2015-05-23,"Las Vegas, Nevada, USA",USA,Red,FALSE,Flyweight,MALE,3,0,1,0,26.5,0.455,0.25,4.5,0.463,2,1,12,0,0,0,3,0,0,0,3,Southpaw,162.56,162.56,125,0,2,0,38.6667,0.365,0,0.6667,0.292,3,1,14,2,0,0,1,3,0,1,5,Orthodox,160.02,167.64,135,30,32,0,-1,-1,-2,0,-2,-2,-4,0,2.54,-5.08,-2,-12.1667,0.25,3.8333,0,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,Red,U-DEC,NA,3,05:00:00,900,-115,550,1400,1500,180,1500,2015,1.3709572068578448e-6,2.8,15,16,16,0.4238095238095238,0.125,0.11392405063291139,0.5,0.1,1,1.125,6.5,0.8888888888888888,0.15384615384615385,0.735042735042735
Dong Hyun Kim,Joshua Burkman,-210,175,47.619,175,2015-05-23,"Las Vegas, Nevada, USA",USA,Red,FALSE,Welterweight,MALE,3,4,0,0,28.9091,0.503,0.3636,2.3636,0.436,2,6,27,0,0,1,2,1,1,0,5,Orthodox,177.8,182.88,170,1,0,0,23.7857,0.51,0.5,2.2857,0.471,4,4,35,0,0,1,6,3,0,0,10,Southpaw,187.96,193.04,170,33,35,-3,0,-2,-5,-2,-8,0,-2,1,-10.16,-10.16,-2,5.1234,-0.1364,0.0779,0,NA,8,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,SUB,Arm Triangle,3,02:13:00,733,102,593,580,1420,605,350,2015,0.020836344518680425,7.05,6.8,4.5,15.2,0.28890279516061745,0.2880116959064327,0.510548523206751,0.1977401129943503,0.12783333333333333,0.8144444444444444,1.4761904761904763,2.75,0.6774193548387096,0.36363636363636365,0.313782991202346
Frankie Edgar,Urijah Faber,-550,425,18.1818,425,2015-05-16,"Manila, Philippines",Philippines,Red,FALSE,Featherweight,MALE,5,0,2,0,39.5455,0.487,0.7273,1.6364,0.341,4,3,31,3,0,0,2,0,6,0,8,Orthodox,167.64,170.18,135,0,3,0,64.1765,0.429,0.4706,3.2941,0.35,5,5,63,7,0,0,7,3,2,0,12,Orthodox,167.64,172.72,145,33,36,0,-1,-1,-4,2,-32,-4,-3,4,0,-2.54,-3,-24.631,0.2567,-1.6578,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,Red,U-DEC,NA,5,05:00:00,1500,-153,1055,693,950,385,1565,2015,5.829126566113865e-5,4.85,7.93,16.65,10.5,0.3322889718022387,0.1552981552981553,0.35714285714285715,0.6222664015904572,0,1,1.1818181818181819,5.25,0.8461538461538461,0.19047619047619047,0.6556776556776557
Gegard Mousasi,Costas Philippou,-800,550,12.5,550,2015-05-16,"Manila, Philippines",Philippines,Red,FALSE,Middleweight,MALE,3,0,1,0,26.1111,0.37,0.2222,0.3333,0.184,5,3,21,0,0,1,2,3,0,0,6,Orthodox,180.34,185.42,185,0,1,0,32.8,0.424,0.4,0,0,1,2,13,0,0,0,1,1,1,0,3,Orthodox,187.96,193.04,185,29,35,0,0,4,3,-1,8,0,2,-1,-7.62,-7.62,-6,-6.6889,-0.1778,0.3333,0,12,7,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,Red,NA,NA,NA,NA,NA,148,940,200,3000,347,900,2015,1.3709572068578448e-6,4.470000000000001,3,10,31,0.5570469798657718,0.13225806451612904,0.6343692870201096,0.23076923076923078,NA,NA,1.125,6.5,0.8888888888888888,0.15384615384615385,0.735042735042735
Hyun Gyu Lim,Neil Magny,105,-125,105,80,2015-05-16,"Manila, Philippines",Philippines,Blue,FALSE,Welterweight,MALE,3,0,6,0,45.8889,0.453,0.1111,2.3333,0.532,6,2,24,0,0,0,4,2,1,0,7,Orthodox,190.5,203.2,170,0,1,0,55,0.5,0.25,0.25,0.25,2,1,9,0,0,0,0,3,0,0,3,Orthodox,190.5,195.58,170,30,27,0,5,4,4,-1,15,0,-1,1,0,7.62,3,-9.1111,-0.1389,2.0833,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,Blue,KO/TKO,Punches,2,01:24:00,384,515,160,1167,873,215,515,2015,0.9088770389851438,3.15,12.67,6.15,9.73,0.39638691572393225,0.26537654893506796,0.15557163531114326,0.37103746397694526,0.248,0.64,2.05,1.8,0.48780487804878053,0.5555555555555556,0.06775067750677505
Stipe Miocic,Mark Hunt,-235,195,42.5532,195,2015-05-09,"Adelaide, South Australia, Australia",Australia,Red,FALSE,Heavyweight,MALE,5,1,0,0,32.6667,0.416,0.1111,0.7778,0.378,4,4,22,1,0,0,1,4,0,0,5,Orthodox,177.8,182.88,265,1,0,0,52.75,0.474,0,1.25,0.384,3,2,20,0,0,0,3,3,0,0,6,Orthodox,193.04,203.2,240,32,41,0,0,1,-1,-2,2,1,1,0,-15.24,-20.32,-9,-20.0833,0.1111,-0.4722,0,5,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Punches,5,02:47:00,1367,340,900,825,2000,110,250,2015,0.013386917827664779,2.1,9.25,3.5,21,0.5842985842985843,0.3333333333333333,0.11764705882352941,0.1111111111111111,0.014777777777777779,0.9113333333333333,1.425531914893617,2.95,0.7014925373134329,0.3389830508474576,0.36250948646597525
Brad Tavares,Robert Whittaker,-135,115,74.0741,115,2015-05-09,"Adelaide, South Australia, Australia",Australia,Blue,FALSE,Middleweight,MALE,3,0,2,0,53,0.373,0,0.5,0.417,2,2,15,1,0,0,2,2,0,0,4,Orthodox,182.88,185.42,185,0,1,0,41.9091,0.425,0,1.2727,0.276,5,3,30,0,0,1,6,1,0,0,8,Orthodox,185.42,187.96,185,27,24,0,1,-3,-4,1,-15,1,1,0,-2.54,-2.54,3,11.0909,0,-0.7727,0,NA,14,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Punch,1,00:44:00,44,210,230,1250,1250,300,400,2015,0.07585818002124355,4,13.5,5,13.5,0.32407407407407407,0.2740740740740741,0.1935483870967742,0.24242424242424243,0.48533333333333334,0.14666666666666667,1.7407407407407407,2.15,0.574468085106383,0.46511627906976744,0.1093518060366156
Demetrious Johnson,Kyoji Horiguchi,-980,640,10.2041,640,2015-04-25,"Montreal, Quebec, Canada",Canada,Red,TRUE,Flyweight,MALE,5,0,4,0,42.5,0.54,0,1,0.458,4,0,9,0,0,0,2,2,0,0,4,Orthodox,165.1,167.64,125,0,7,0,65.1818,0.527,0.4545,3.7273,0.445,7,2,40,7,0,1,5,1,2,0,9,Orthodox,160.02,167.64,125,28,24,0,-3,-3,-5,2,-31,-7,1,-2,5.08,0,4,-22.6818,-0.4545,-2.7273,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,Red,SUB,Armbar,5,04:59:00,1499,130,1250,140,2300,600,825,2015,9.21359998566181e-8,7,2.4,9.25,24,0.5595238095238095,0.14977477477477477,0.8108108108108109,0.264,1.1111111111111738e-4,0.9993333333333333,1.1020408163265305,7.4,0.9074074074074076,0.13513513513513511,0.7722722722722725
Rampage Jackson,Fabio Maldonado,-170,150,58.8235,150,2015-04-25,"Montreal, Quebec, Canada",Canada,Red,FALSE,Catch Weight,MALE,3,0,1,0,69.3333,0.54,0.5556,0.3333,0.167,3,4,23,0,0,1,2,2,0,0,5,Orthodox,185.42,190.5,205,3,0,0,34.5833,0.458,0,0.5,0.214,3,5,36,4,0,1,3,3,0,0,7,Orthodox,185.42,185.42,205,36,35,3,1,0,-2,1,-13,-4,-1,0,0,5.08,1,34.75,0.5556,-0.1667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,neither,NA,NA,NA,NA,NA,176,525,1595,1500,250,400,2015,0.039165722796764356,3.5,16.95,5,16,0.3447113358617783,0.2625,0.13550135501355012,0.21052631578947367,NA,NA,1.5882352941176472,2.5,0.6296296296296295,0.4,0.22962962962962952
Michael Bisping,CB Dollaway,-145,125,68.9655,125,2015-04-25,"Montreal, Quebec, Canada",Canada,Red,FALSE,Middleweight,MALE,3,1,0,0,20.2,0.441,0.6,1.9333,0.45,3,6,28,1,0,1,4,2,2,0,9,Orthodox,187.96,193.04,185,1,0,0,49.7727,0.39,0.2273,1.1818,0.304,4,7,56,1,0,1,5,9,0,0,15,Orthodox,185.42,190.5,185,36,31,0,0,-1,-6,1,-28,0,-7,2,2.54,2.54,5,-29.5727,0.3727,0.7515,0,11,10,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,Red,U-DEC,NA,3,05:00:00,900,145,215,900,1225,400,700,2015,0.06297335605699649,5,10,8,13.25,0.30000000000000004,0.20047169811320753,0.3076923076923077,0.36363636363636365,0.1,1,1.6896551724137931,2.25,0.5918367346938775,0.4444444444444444,0.14739229024943312
Alexis Davis,Sarah Kaufman,178,-215,178,46.5116,2015-04-25,"Montreal, Quebec, Canada",Canada,Red,FALSE,Women's Bantamweight,FEMALE,3,0,1,0,144.5,0.47,0,0.5,0.5,1,1,6,0,0,0,1,0,0,0,1,Orthodox,165.1,170.18,135,1,0,0,37.25,0.42,0.75,0.75,0.415,3,1,10,1,0,1,2,0,0,0,3,Orthodox,167.64,172.72,125,30,29,1,1,-2,-2,0,-4,-1,0,0,-2.54,-2.54,1,107.25,-0.75,-0.25,0,5,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,SUB,Armbar,2,03:07:00,487,270,110,850,1385,1780,390,2015,0.9807347673684083,18.8,9.5,4.9,14.85,0.15845464725643896,0.27142169999312854,0.6768060836501901,0.21971830985915494,0.2251111111111111,0.8116666666666666,2.7800000000000002,1.4651162790697674,0.3597122302158273,0.6825396825396826,0.32282745232385524
Randa Markos,Aisling Daly,-275,235,36.3636,235,2015-04-25,"Montreal, Quebec, Canada",Canada,Red,FALSE,Women's Strawweight,FEMALE,3,0,1,0,16,0.61,1,1,0.5,1,0,1,0,0,0,0,0,1,0,1,Switch,157.48,162.56,115,1,0,0,55,0.53,0,1,0.5,0,1,3,0,0,0,0,0,0,0,0,Orthodox,162.56,160.02,115,29,27,1,1,1,1,1,-2,0,0,1,-5.08,2.54,2,-39,1,0,0,10,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,NA,3,05:00:00,900,-115,459,420,585,734,1650,2015,0.0060598014915841155,8.34,5.2,17.5,6.85,0.31221176904630144,0.20312825860271116,0.6360485268630849,0.738255033557047,0.1,1,1.3636363636363638,3.35,0.7333333333333333,0.29850746268656714,0.43482587064676614
Lyoto Machida,Luke Rockhold,125,-145,125,68.9655,2015-04-18,"Newark, New Jersey, USA",USA,Blue,FALSE,Middleweight,MALE,5,0,3,0,10.5,0.628,0.75,0,0,3,1,5,0,0,0,0,1,2,0,3,Southpaw,190.5,195.58,185,0,1,0,31.3684,0.539,0.4211,0.7368,0.324,8,5,50,5,0,1,6,6,1,0,14,Southpaw,185.42,187.96,185,36,30,0,2,-5,-11,4,-45,-5,-5,1,5.08,7.62,6,-20.8684,0.3289,-0.7368,0,4,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,Red,SUB,Rear Naked Choke,2,02:31:00,451,300,210,1500,375,400,425,2015,0.9370266439430035,5,16,5.25,4.75,0.2625,0.40100250626566414,0.21052631578947367,0.53125,0.2331111111111111,0.7516666666666667,2.25,1.6896551724137931,0.4444444444444444,0.5918367346938775,0.14739229024943312
Cub Swanson,Max Holloway,-155,135,64.5161,135,2015-04-18,"Newark, New Jersey, USA",USA,Blue,FALSE,Featherweight,MALE,3,0,5,0,64.4545,0.403,0.1818,0.0909,0.091,5,3,27,0,0,1,2,4,1,0,8,Orthodox,180.34,175.26,155,1,0,0,41.625,0.44,0.125,0.75,0.5,6,2,23,0,0,0,2,4,0,0,6,Orthodox,172.72,177.8,145,31,23,1,5,-1,2,-1,4,0,0,1,7.62,-2.54,8,22.8295,0.0568,-0.6591,0,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,Red,SUB,Guillotine Choke,3,03:58:00,838,160,235,575,1050,500,600,2015,0.05215356307841774,6,6.75,7,11.5,0.31481481481481477,0.22981366459627328,0.46511627906976744,0.36363636363636365,0.11033333333333334,0.9311111111111111,1.6451612903225805,2.35,0.607843137254902,0.425531914893617,0.182311222361285
Felice Herrig,Paige VanZant,100,-120,100,83.3333,2015-04-18,"Newark, New Jersey, USA",USA,Blue,FALSE,Women's Strawweight,FEMALE,3,0,1,0,61,0.56,3,3,0.5,1,0,3,0,0,0,0,1,0,0,1,Orthodox,162.56,165.1,115,0,1,0,8,0.57,3,1,1,1,0,2,0,0,0,0,0,1,0,1,Orthodox,162.56,165.1,115,30,21,0,0,0,0,0,1,0,1,-1,0,0,9,53,0,2,0,12,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,NA,3,05:00:00,900,225,NA,550,NA,850,NA,2015,0.9002495108803148,9.5,6.5,NA,NA,0.2591093117408907,NA,0.6071428571428571,NA,0.1,1,2,1.8333333333333335,0.5,0.5454545454545454,0.045454545454545414
Jim Miller,Beneil Dariush,145,-165,145,60.6061,2015-04-18,"Newark, New Jersey, USA",USA,Blue,FALSE,Lightweight,MALE,3,0,3,0,20.6,0.456,0.8,1.2,0.432,3,1,9,0,0,0,1,0,3,0,4,Southpaw,177.8,182.88,155,1,0,0,26.2222,0.342,1.7222,1.3333,0.474,7,5,41,0,0,0,5,2,6,0,13,Southpaw,172.72,180.34,155,31,25,1,3,-4,-9,4,-32,0,-2,-3,5.08,2.54,6,-5.6222,-0.9222,-0.1333,0,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,NA,3,05:00:00,900,350,180,600,330,575,600,2015,0.9568927450589139,6.75,7,7,4.3,0.291005291005291,0.3754152823920266,0.48936170212765956,0.6451612903225806,0.1,1,2.45,1.606060606060606,0.4081632653061224,0.6226415094339623,0.21447824412783995
Ovince Saint Preux,Patrick Cummins,-105,-115,95.2381,86.9565,2015-04-18,"Newark, New Jersey, USA",USA,Red,FALSE,Light Heavyweight,MALE,3,0,3,0,43.75,0.538,0.25,4.25,0.42,3,1,9,0,0,0,2,1,0,0,3,Orthodox,187.96,193.04,205,0,1,0,16.8333,0.56,0.3333,0.8333,0.417,4,1,13,0,1,0,0,3,1,0,5,Southpaw,190.5,203.2,205,32,34,0,2,-1,-2,0,-4,0,-2,-1,-2.54,-10.16,-2,26.9167,-0.0833,3.4167,0,13,8,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Punch,1,04:54:00,294,425,130,550,1300,325,625,2015,0.52497918747894,4.25,6.5,7.25,14,0.3891402714932127,0.20935960591133004,0.37142857142857144,0.3246753246753247,0.402,0.98,1.9523809523809523,1.8695652173913042,0.5121951219512195,0.5348837209302326,0.022688598979013097
Takeya Mizugaki,Aljamain Sterling,285,-345,285,28.9855,2015-04-18,"Newark, New Jersey, USA",USA,Blue,FALSE,Bantamweight,MALE,3,0,2,0,54,0.57,1.5,3.5,0.8,2,0,6,0,0,0,1,1,0,0,2,Orthodox,170.18,180.34,135,1,0,0,51.3,0.377,0.1,1.6,0.427,5,3,27,0,0,3,3,1,0,0,7,Orthodox,170.18,172.72,135,31,25,1,2,-3,-5,3,-21,0,0,0,0,7.62,6,2.7,1.4,1.9,0,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,SUB,Arm Triangle,3,02:11:00,731,463,-110,1555,520,855,460,2015,0.9981670610575072,9.55,16.55,5.6,6.2,0.16513500260989228,0.33986175115207373,0.35477178423236516,0.46938775510204084,0.12816666666666665,0.8122222222222222,3.85,1.289855072463768,0.2597402597402597,0.7752808988764045,0.5155406391361448
Gabriel Gonzaga,Mirko Cro Cop,-220,180,45.4545,180,2015-04-11,"Krakow, Poland",Poland,Blue,FALSE,Heavyweight,MALE,5,3,0,0,21.5,0.436,0.3,0.2,0.2,2,6,23,0,0,0,0,2,1,1,4,Southpaw,187.96,185.42,230,2,0,0,13.1053,0.553,0.5263,1,0.434,4,8,30,1,0,0,0,7,4,0,11,Orthodox,187.96,193.04,242,35,40,-1,0,-2,-7,2,-7,-1,-4,-3,0,-7.62,-5,8.3947,-0.2263,-0.8,0,NA,14,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,NA,NA,NA,NA,NA,1050,NA,275,NA,135,NA,2015,0.01798620996209156,2.35,3.75,NA,NA,0.6921985815602837,NA,0.32926829268292684,NA,NA,NA,1.4545454545454546,2.8,0.6875,0.35714285714285715,0.33035714285714285
Jimi Manuwa,Jan Blachowicz,100,-120,100,83.3333,2015-04-11,"Krakow, Poland",Poland,Red,FALSE,Light Heavyweight,MALE,3,0,1,0,13,0.65,0,0,0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,187.96,198.12,205,1,0,0,33,0.6,0.25,0.75,0.25,3,1,7,0,0,0,0,1,0,2,3,Orthodox,185.42,200.66,205,35,32,1,1,-2,-2,1,-6,0,-2,0,2.54,-2.54,3,-20,-0.25,-0.75,0,NA,9,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,NA,3,05:00:00,900,584,320,1447,551,125,325,2015,0.9002495108803148,2.25,15.47,4.25,6.51,0.5090856855562738,0.38890394867624467,0.07951653944020357,0.3710045662100457,0.1,1,2,1.8333333333333335,0.5,0.5454545454545454,0.045454545454545414
Joanne Calderwood,Maryna Moroz,-550,425,18.1818,425,2015-04-11,"Krakow, Poland",Poland,Blue,FALSE,Women's Strawweight,FEMALE,3,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,125,0,1,0,109,0.48,0,2,0.5,1,0,3,0,0,0,1,0,0,0,1,Orthodox,167.64,165.1,125,29,23,0,-1,-1,-1,0,-3,0,0,0,2.54,5.08,6,-109,0,-2,0,NA,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,SUB,Armbar,1,01:30:00,90,160,1050,800,950,100,1580,2015,5.829126566113865e-5,2,9,16.8,10.5,0.6111111111111112,0.15476190476190477,0.1111111111111111,0.6245059288537549,0.47,0.3,1.1818181818181819,5.25,0.8461538461538461,0.19047619047619047,0.6556776556776557
Chad Mendes,Ricardo Lamas,-460,365,21.7391,365,2015-04-04,"Fairfax, Virginia, USA",USA,Red,FALSE,Featherweight,MALE,5,0,2,0,25.8571,0.436,1,1.1429,0.203,4,1,17,1,0,0,2,2,2,0,6,Orthodox,172.72,180.34,145,1,0,0,30.3333,0.569,0.2222,2.2222,0.313,5,2,21,2,0,0,3,4,0,0,7,Orthodox,167.64,167.64,145,29,32,1,2,-1,-1,1,-4,-1,-2,2,5.08,12.7,-3,-4.4762,0.7778,-1.0794,0,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,Red,KO/TKO,Punches,1,02:45:00,165,130,525,1200,1150,185,1100,2015,2.611903190957194e-4,2.85,13,12,12.5,0.42780026990553305,0.16333333333333333,0.13357400722021662,0.4888888888888889,0.445,0.55,1.2173913043478262,4.65,0.8214285714285714,0.2150537634408602,0.6063748079877112
