RedFighter,BlueFighter,AggressionScore,RedFinishingProb,BlueFinishingProb,RedStrikeGrapple,BlueStrikeGrapple,FightPace,SurvivabilityIndex,BettingEdgeIndex
Derek Brunson,Israel Adesanya,0.9952742873976046,0.20459770114942527,0.6147186147186148,0.30864197530864196,0,0.403,0.97,0.4537346711259755
Sijara Eubanks,Roxanne Modafferi,2.7535691114583473e-5,0.3356643356643357,0.13025210084033612,0.45,0.5517241379310345,0.1,1,0.6753246753246753
Volkan Oezdemir,Anthony Smith,0.04742587317756678,0.6680161943319838,0.462406015037594,0,0.17475728155339806,0.10566666666666666,0.9622222222222222,0.19871794871794873
Misha Cirkunov,Patrick Cummins,0.0018329389424928053,0.7482517482517482,0.15789473684210525,0.47761194029850745,0.32075471698113206,0.44666666666666666,0.5333333333333333,0.5155406391361448
Khabib Nurmagomedov,Conor McGregor,0.027922573784073024,0.5019607843137255,0.38095238095238093,0.5416666666666666,0.09090909090909091,0.05560000000000001,0.9025,0.2778139232270658
Tony Ferguson,Anthony Pettis,0.0015011822567369917,0.5636363636363637,0.26050420168067223,0.6956521739130435,0.4444444444444444,0.19999999999999998,1,0.527055223257755
Ovince Saint Preux,Dominick Reyes,0.9852259683067269,0.3484848484848485,0.6883116883116882,0.47368421052631576,0,0.1,1,0.35214211076280044
Derrick Lewis,Alexander Volkov,0.9478464369215823,0.4020979020979021,0.3626373626373626,0.06542056074766354,0.1724137931034483,0.10183333333333333,0.9877777777777778,0.182311222361285
Michelle Waterson,Felice Herrig,0.9241418199787566,0.17777777777777776,0.21978021978021978,0.6363636363636364,0.6666666666666666,0.1,1,0.1093518060366156
Sergio Pettis,Jussier Formiga,0.027922573784073024,0.26050420168067223,0.29914529914529914,0.4444444444444444,0.7741935483870968,0.1,1,0.2778139232270658
Aspen Ladd,Tonya Evinger,0.030768859357148008,0.3281733746130031,0.23184543637574948,0.3333333333333333,0.551948051948052,0.43133333333333335,0.6866666666666666,0.2645074224021593
Lina Lansberg,Yana Kunitskaya,0.9890130573694068,0.17692307692307693,0.3484848484848485,0.42857142857142855,0.47368421052631576,0.1,1,0.3822760750772155
Thiago Santos,Eryk Anders,0.024127021417669196,0.6238095238095238,0.39560439560439564,0,0.06716417910447761,0.1,1,0.2962962962962963
Alex Oliveira,Carlo Pedersoli,1.2339457598623172e-4,0.7019704433497538,NA,0.5135135135135135,NA,NA,NA,0.6333333333333333
Mark Hunt,Aleksei Oleinik,0.09975048911968513,0.5084164079097891,0.4799225931301403,0.03813122638268636,0.8413461538461539,0.41133333333333333,0.8866666666666667,0.045454545454545414
Jan Blachowicz,Nikita Krylov,0.9370266439430035,0.2652720400808649,0.5064676616915423,0.5156608097784569,0.20537897310513448,0.23088888888888887,0.7683333333333333,0.14739229024943312
Andrei Arlovski,Shamil Abdurakhimov,0.9308615796566533,0.1918439716312057,0.35340368301262154,0.24151696606786427,0.17108753315649866,0.1,1,0.12878787878787873
Tyron Woodley,Darren Till,0.52497918747894,0.32584916522740354,0.3853599516031458,0.2880658436213992,0.06197654941373534,0.20911111111111108,0.9316666666666666,0.022688598979013097
Jessica Andrade,Karolina Kowalkiewicz,3.0344703002891917e-4,0.33141638986664024,0.11199763593380616,0.683377308707124,0.3732590529247911,0.46066666666666667,0.3933333333333333,0.600790513833992
Zabit Magomedsharipov,Brandon Davis,1.3176514268359263e-10,0.6570048309178744,0.09037783375314862,0.7291666666666666,0.43990665110851807,0.21644444444444444,0.8766666666666667,0.8322033898305085
Jimmie Rivera,John Dodson,0.057324175898868755,0.15945582535790556,0.23566509003402208,0.46336206896551724,0.25129533678756477,0.1,1,0.16521739130434787
Carla Esparza,Tatiana Suarez,0.9994741665192033,0.07952930026851998,0.46634615384615385,0.48293691830403307,0.7142857142857143,0.10450000000000001,0.97,0.5778072502210433
Aljamain Sterling,Cody Stamann,0.039165722796764356,0.24210557150389594,0.14118105252908816,0.48726772195457674,0.4185185185185185,0.21733333333333332,0.87,0.22962962962962952
Irene Aldana,Lucie Pudilova,0.5,0.2365828364013482,0.14962251201098148,0.3476923076923077,0.42574257425742573,0.1,1,0
Justin Gaethje,James Vick,0.9308615796566533,0.40019867138511206,0.5210084033613445,0.057227919285478004,0.43478260869565216,0.471,0.29,0.12878787878787873
Cortney Casey,Angela Hill,0.9241418199787566,0.20312825860271116,0.10695468914646997,0.738255033557047,0.35233160621761656,0.1,1,0.1093518060366156
John Moraga,Deiveson Figueiredo,0.9608342772032357,0.16235263123229926,0.2956857357799365,0.4878587196467991,0.47145328719723184,0.22488888888888892,0.8133333333333334,0.22962962962962952
Joanne Calderwood,Kalindra Faria,0.030768859357148008,0.14621995267156557,0.2113526570048309,0.360146252285192,0.6736842105263158,0.401,0.99,0.2645074224021593
TJ Dillashaw,Cody Garbrandt,0.09112296101485616,0.4274425287356322,0.3517156862745098,0.2222222222222222,0.08239700374531835,0.4166666666666667,0.8333333333333334,0.06775067750677505
Demetrious Johnson,Henry Cejudo,2.1385467176454273e-4,0.6071428571428572,0.1625249928591831,0.625,0.30245746691871456,0,1,0.6140350877192982
Cub Swanson,Renato Moicano,0.995929862284104,0.17883803959753328,0.26114249843063403,0.26614481409001955,0.5772058823529411,0.415,0.85,0.4642857142857143
Thiago Santos,Kevin Holland,0.002025320389049882,0.7053571428571428,0.2304944748297801,0,0.27882037533512066,0.1,1,0.5095693779904307
Pedro Munhoz,Brett Johns,0.020836344518680425,0.43859649122807015,0.16934046345811052,0.8095238095238095,0.45977011494252873,0.1,1,0.313782991202346
Eddie Alvarez,Dustin Poirier,0.9478464369215823,0.31877394636015327,0.5703794369645043,0.24632352941176472,0.11917098445595854,0.21222222222222223,0.9083333333333333,0.182311222361285
Jose Aldo,Jeremy Stephens,0.9002495108803148,0.18473646059852955,0.3495419309372798,0.4064039408866995,0.10087719298245613,0.4136666666666667,0.8633333333333333,0.045454545454545414
Joanna Jedrzejczyk,Tecia Torres,0.003018416324708424,0.22840895628480037,0.1682323537016289,0.2149321266968326,0.5870535714285714,0.1,1,0.4841269841269841
Alexander Hernandez,Olivier Aubin-Mercier,0.5,0.3395962189286965,0.32887402452619846,0.24701195219123506,0.8152866242038217,0.1,1,0
Gadzhimurad Antigulov,Ion Cutelaba,0.9241418199787566,0.37155119558553035,0.43985849056603776,0.8098859315589354,0.0990990990990991,0.4116666666666667,0.8833333333333333,0.1093518060366156
Alexis Davis,Katlyn Chookagian,0.9525741268224334,0.1499300699300699,0.18803418803418803,0.5362903225806451,0.4,0.1,1,0.19871794871794873
Dustin Ortiz,Matheus Nicolau,0.9758729785823308,0.139009139009139,0.27977500611396433,0.4646840148698885,0.508130081300813,NA,NA,0.2962962962962963
Randa Markos,Nina Ansaroff,0.9308615796566533,0.20350480497456191,NA,0.6951219512195121,NA,0.1,1,0.12878787878787873
Mauricio Rua,Anthony Smith,0.057324175898868755,0.36985507246376814,0.5560253699788583,0.17562724014336917,0.1031390134529148,0.4703333333333333,0.2966666666666667,0.16521739130434787
Glover Teixeira,Corey Anderson,0.09975048911968513,0.4817150063051703,0.25757575757575757,0.271523178807947,0.18854415274463007,0.1,1,0.045454545454545414
Marcin Tybura,Stefan Struve,0.027922573784073024,0.441025641025641,0.3116883116883117,0.2571428571428571,0.3695652173913043,0.1,1,0.2778139232270658
Junior Dos Santos,Blagoy Ivanov,0.027922573784073024,0.4801594835769888,0.3801603801603801,0.0553885787891799,0.25,0,1,0.2778139232270658
Myles Jury,Chad Mendes,0.9002495108803148,0.31547619047619047,0.2959346353128736,0.37777777777777777,0.32684824902723736,0.44266666666666665,0.5733333333333334,0.045454545454545414
Cat Zingano,Marion Reneau,0.5,0.1989928127902997,0.30414746543778803,0.43869209809264303,0.5357142857142857,0.1,1,0
Eddie Wineland,Alejandro Perez,0.9644288107273639,0.25882352941176473,0.3310719131614654,0.2,0.4411764705882353,0.1,1,0.24420677361853826
Darren Elkins,Alexander Volkanovski,0.9820137900379085,0.2040392502985307,0.3195711561259729,0.4730878186968839,0.24814814814814815,0.1,1,0.33035714285714285
Liz Carmouche,Jennifer Maia,0.47502081252106,0.20693277310924368,0.13651084773700767,0.423728813559322,0.46897810218978103,0.1,1,0.022688598979013097
Stipe Miocic,Daniel Cormier,0.04742587317756678,0.4306184012066365,0.2537557282327157,0.0583804143126177,0.4432471264367816,0.40900000000000003,0.91,0.19871794871794873
Francis Ngannou,Derrick Lewis,0.003505187220066338,0.7438536306460836,0.2466348241424229,0,0.14772727272727273,0.1,1,0.4744074201305393
Paul Felder,Mike Perry,0.039165722796764356,0.4090909090909091,0.3273372901675441,0.2647058823529412,0.11512717536813923,0.1,1,0.22962962962962952
Michael Chiesa,Anthony Pettis,0.03557118927263618,0.4106150860049528,0.2667733760170735,0.7711781888997079,0.5115384615384615,0.25511111111111107,0.5866666666666667,0.24420677361853826
Uriah Hall,Paulo Costa,0.9952742873976046,0.25163398692810457,0.6750926328836848,0.1943127962085308,0,0.23155555555555554,0.7633333333333333,0.4537346711259755
Raphael Assuncao,Rob Font,0.06913842034334682,0.20437580437580438,0.24329634766527972,0.5658263305322129,0.24146981627296588,0.1,1,0.12878787878787873
Brad Tavares,Israel Adesanya,0.52497918747894,0.35419225187004577,0.4088319088319088,0.3030869971936389,0.06367041198501873,0,1,0.022688598979013097
Roxanne Modafferi,Barb Honchak,0.9426758241011313,0.12096590546805971,0.1939669891861127,0.5336538461538461,0.5984455958549223,0.21955555555555556,0.8533333333333334,0.16521739130434787
Donald Cerrone,Leon Edwards,0.990986701347152,0.3028571428571428,0.5134099616858238,0.4666666666666667,0.0847457627118644,0,1,0.4008495416946122
Ovince Saint Preux,Tyson Pedro,0.9370266439430035,0.3555555555555555,0.42857142857142855,0.35,0.29411764705882354,0.442,0.58,0.14739229024943312
Jessica-Rose Clark,Jessica Eye,0.043107254941086116,0.17216117216117216,0.1575757575757576,0.4418604651162791,0.4166666666666667,0.1,1,0.21447824412783995
Robert Whittaker,Yoel Romero,0.0060598014915841155,0.453858717844018,0.29526925273926363,0.0731586752347998,0.11085887249337874,0,1,0.43482587064676614
Rafael Dos Anjos,Colby Covington,0.9241418199787566,0.39017863600202507,0.1945179584120983,0.36291240045506257,0.48439181916038754,0,1,0.1093518060366156
Holly Holm,Megan Anderson,0.06297335605699649,0.17921385742838106,0.24018465194935784,0.27710843373493976,0.24815983175604628,0.1,1,0.14739229024943312
Andrei Arlovski,Tai Tuivasa,0.9852259683067269,0.2383709120455007,0.640101201771031,0.20819748486259898,0,0.1,1,0.35214211076280044
Alistair Overeem,Curtis Blaydes,0.9758729785823308,0.2986477314258863,0.41125541125541126,0.35365853658536583,0.08045977011494253,0.12066666666666667,0.8622222222222222,0.2962962962962963
Claudia Gadelha,Carla Esparza,0.0066928509242848554,0.29449781298148014,0.1539607933050556,0.625,0.4022526146419952,0.1,1,0.4266994266994268
Ricardo Lamas,Mirsad Bektic,0.9890130573694068,0.2139588100686499,0.35467980295566504,0.49101796407185627,0.15625,0.1,1,0.3822760750772155
Joseph Benavidez,Sergio Pettis,0.024127021417669196,0.2526603830951657,0.20024104683195593,0.6238030095759234,0.2944496707431797,0.1,1,0.2962962962962963
Jimmie Rivera,Marlon Moraes,0.09975048911968513,0.22472538222880623,0.28219837157660993,0.31215469613259667,0.3471698113207547,0.489,0.11,0.045454545454545414
Gian Villante,Sam Alvey,0.9478464369215823,0.1553588987217306,0.43551695017493064,0.2702702702702703,0.1059190031152648,0.1,1,0.182311222361285
Sijara Eubanks,Lauren Murphy,0.020836344518680425,0.30040949190106403,0.13064516129032258,0.38215488215488214,0.375,0.1,1,0.313782991202346
Stephen Thompson,Darren Till,0.057324175898868755,0.3273809523809524,0.37019969278033793,0.09803921568627451,0.09502262443438914,0,1,0.16521739130434787
Neil Magny,Craig White,2.902311985211097e-6,0.7004103967168263,0.1497326203208556,0.26136363636363635,0.6153846153846154,0.4093333333333333,0.9066666666666666,0.7223529411764705
Lina Lansberg,Gina Mazany,0.9525741268224334,0.16581632653061223,0.25862068965517243,0.22950819672131148,0.3116883116883117,0.1,1,0.19871794871794873
Elias Theodorou,Trevor Smith,8.244246863982953e-4,0.26539753639417696,0.12794612794612795,0.17050691244239632,0.47189097103918226,0.1,1,0.5578231292517006
Demian Maia,Kamaru Usman,0.9999172827771484,0.24064171122994654,0.6478431372549021,0.7804878048780488,0,0,1,0.6458252427184465
Alexa Grasso,Tatiana Suarez,0.9999417087343389,0.11145510835913312,0.4583333333333333,0.47058823529411764,0.7777777777777778,0.44533333333333336,0.5466666666666666,0.6556776556776557
Brandon Moreno,Alexandre Pantoja,0.5,0.22424242424242424,0.3118440779610195,0.6060606060606061,0.5681818181818182,0.1,1,0
Amanda Nunes,Raquel Pennington,6.144174602214718e-6,0.711111111111111,0.13684210526315788,0.3125,0.5137614678899083,0.015999999999999993,0.904,0.7083333333333334
Jacare Souza,Kelvin Gastelum,0.47502081252106,0.48863636363636365,0.3601190476190476,0.8,0.0990990990990991,0.1,1,0.022688598979013097
John Lineker,Brian Kelleher,0.007391541344281971,0.44144144144144143,0.14358974358974358,0.1951219512195122,0.5384615384615384,0.11283333333333334,0.9144444444444444,0.4183350895679663
Vitor Belfort,Lyoto Machida,0.9720774262159271,0.265009096422074,0.4509803921568628,0.19395465994962216,0.08831908831908832,0.2533333333333333,0.6,0.2778139232270658
Aleksei Oleinik,Junior Albini,0.9426758241011313,NA,0.48333333333333334,NA,0.09090909090909091,0.46499999999999997,0.35,0.16630481980026052
Edson Barboza,Kevin Lee,0.9568927450589139,0.3026315789473684,0.5023584905660378,0.14285714285714285,0.8092485549132948,0.017999999999999995,0.892,0.21447824412783995
Frankie Edgar,Cub Swanson,0.0060598014915841155,0.16783216783216784,0.2358146798542426,0.45454545454545453,0.22518159806295399,0.1,1,0.43482587064676614
David Branch,Thiago Santos,0.9525741268224334,0.24475524475524477,0.5274725274725275,0.6451612903225806,0.05612244897959184,0.45,0.5,0.19871794871794873
Aljamain Sterling,Brett Johns,0.47502081252106,0.25396825396825395,0.24014336917562723,0.5714285714285714,0.4576271186440678,0.1,1,0.022688598979013097
Corey Anderson,Patrick Cummins,0.043107254941086116,0.2949907235621521,0.21025641025641026,0.2805755395683453,0.35135135135135137,0.1,1,0.21447824412783995
Dustin Poirier,Justin Gaethje,0.09112296101485616,0.5306007860752386,0.4546568627450981,0.21476510067114093,0.09365558912386707,0.0756,0.7775,0.06775067750677505
Carlos Condit,Alex Oliveira,0.9644288107273639,0.2957393483709273,0.2994652406417112,0.3333333333333333,0.375,0.22288888888888891,0.8283333333333334,0.24420677361853826
Michelle Waterson,Cortney Casey,0.9568927450589139,0.1887170357182597,0.22578616352201258,0.4921875,0.5642633228840125,0.1,1,0.21447824412783995
Wilson Reis,John Moraga,0.09975048911968513,0.22097560975609756,0.23587523587523587,0.7457627118644068,0.2519480519480519,0.1,1,0.045454545454545414
Krzysztof Jotko,Brad Tavares,0.08317269649392238,0.22424242424242424,0.20317933432687532,0.3939393939393939,0.39295392953929537,0.12733333333333335,0.8177777777777778,0.08902691511387173
Khabib Nurmagomedov,Al Iaquinta,1.5112095440975134e-5,0.8457260629319687,0.19384615384615386,0.4311594202898551,0.1864406779661017,0,1,0.6894262683736369
Rose Namajunas,Joanna Jedrzejczyk,0.5,0.4547803617571059,0.2513426423200859,0.4852941176470588,0.13761467889908258,0,1,0
Renato Moicano,Calvin Kattar,0.47502081252106,0.21365499842321034,0.2549044108459328,0.5639363582793164,0.23369565217391305,0.1,1,0.022688598979013097
Karolina Kowalkiewicz,Felice Herrig,0.027922573784073024,0.18787878787878787,0.20422398759930246,0.3411764705882353,0.7741273100616016,0.1,1,0.2778139232270658
Evan Dunham,Olivier Aubin-Mercier,0.06913842034334682,0.19232547387887194,0.2603771833469994,0.4946808510638298,0.667565745111261,0.48233333333333334,0.17666666666666667,0.12878787878787873
Fabricio Werdum,Alexander Volkov,0.020836344518680425,0.5096782463786694,0.30402930402930406,0.7871536523929471,0.12663755458515283,0.06693333333333333,0.8316666666666667,0.313782991202346
Jimi Manuwa,Jan Blachowicz,0.057324175898868755,0.4754901960784314,0.21978021978021978,0.08045977011494253,0.3333333333333333,0.1,1,0.16521739130434787
Leon Edwards,Peter Sobotta,0.027922573784073024,0.26666666666666666,0.2142353770260747,0.2222222222222222,0.5735294117647058,0.10016666666666665,0.9988888888888889,0.2778139232270658
Cris Cyborg,Yana Kunitskaya,6.825602910446286e-8,NA,0.11011904761904762,NA,0.42857142857142855,NA,NA,0.7757575757575758
Frankie Edgar,Brian Ortega,0.05215356307841774,0.1575757575757576,0.3597402597402597,0.4166666666666667,0.759493670886076,0.4053333333333333,0.9466666666666667,0.182311222361285
Stefan Struve,Andrei Arlovski,0.030768859357148008,0.5591766723842195,0.2967032967032967,0.2682926829268293,0.2282958199356913,0.1,1,0.2645074224021593
Cat Zingano,Ketlen Vieira,0.9791636554813196,0.2564102564102564,0.2915601023017903,0.38596491228070173,0.6122448979591837,0.1,1,0.313782991202346
Beneil Dariush,Alexander Hernandez,5.258334807966399e-4,0.7019704433497538,0.15384615384615385,0.5135135135135135,0.5,0.486,0.14,0.5778072502210433
John Dodson,Pedro Munhoz,0.04742587317756678,0.25358255451713396,0.25874125874125875,0.23705722070844687,0.7272727272727273,0.1,1,0.19871794871794873
Bryan Caraway,Cody Stamann,0.52497918747894,0.23076923076923078,0.26515151515151514,0.6857142857142857,0.2903225806451613,0.1,1,0.022688598979013097
Josh Emmett,Jeremy Stephens,0.9168273035060777,0.3733693207377418,0.4935897435897436,0.27751196172248804,0.1044776119402985,0.24555555555555555,0.6583333333333333,0.08902691511387173
Jessica Andrade,Tecia Torres,0.009951801866904324,0.3418181818181818,0.13574660633484165,0.46153846153846156,0.42857142857142855,0.1,1,0.391705069124424
Ovince Saint Preux,Ilir Latifi,0.043107254941086116,0.4586812912875483,0.23076923076923078,0.3541666666666667,0.3142857142857143,0.424,0.76,0.21447824412783995
Sara McMann,Marion Reneau,0.027922573784073024,0.26696329254727474,0.23529411764705882,0.5192307692307693,0.5,0.21777777777777776,0.8666666666666667,0.2778139232270658
Maryna Moroz,Angela Hill,0.9426758241011313,0.23333333333333334,0.18003565062388593,0.5806451612903226,0.3118279569892473,0.1,1,0.16521739130434787
Donald Cerrone,Yancy Medeiros,0.9002495108803148,0.5079365079365079,0.45283663704716337,0.5833333333333334,0.16,0.40066666666666667,0.9933333333333333,0.045454545454545414
Derrick Lewis,Marcin Tybura,0.5,0.47692307692307695,0.393073593073593,0.1111111111111111,0.3048128342245989,0.122,0.8533333333333334,0
James Vick,Francisco Trinaldo,0.020836344518680425,0.5277777777777778,0.19569892473118278,0.4642857142857143,0.3253012048192771,0.1,1,0.313782991202346
Sarah Moras,Lucie Pudilova,0.9426758241011313,0.21400839870057842,0.14594133473325022,0.7996801279488205,0.436046511627907,0.1,1,0.16521739130434787
Yoel Romero,Luke Rockhold,0.969231140642852,0.38596491228070173,0.4852941176470588,0.1,0.48,0.132,0.7866666666666666,0.2645074224021593
Mark Hunt,Curtis Blaydes,0.9720774262159271,0.37681159420289856,0.38636363636363635,0.08333333333333333,0.17293233082706766,0.1,1,0.2778139232270658
Tyson Pedro,Saparbeg Safarov,0.004070137715896128,0.6449948400412797,0.26666666666666666,0.5647058823529412,0.35714285714285715,0.422,0.78,0.4642857142857143
Jussier Formiga,Ben Nguyen,0.5,0.2816326530612245,0.3131151293202106,0.7377049180327869,0.2152317880794702,0.13283333333333333,0.7811111111111111,0
Lyoto Machida,Eryk Anders,0.9890130573694068,0.3333333333333333,0.6680161943319838,0.30434782608695654,0,0,1,0.3822760750772155
Valentina Shevchenko,Priscila Cachoeira,1.522997951276035e-8,0.7508771929824561,0.09109311740890688,0.44776119402985076,0.4186046511627907,0.20777777777777776,0.9416666666666667,0.7916666666666667
Tim Johnson,Marcelo Golm,0.9608342772032357,0.24603174603174602,0.5416666666666667,0.2,0.16666666666666666,NA,NA,0.22962962962962952
Thiago Santos,Anthony Smith,0.009013298652847822,0.7206477732793523,0.29166666666666663,0,0.4166666666666667,0.25266666666666665,0.605,0.4008495416946122
Deiveson Figueiredo,Joseph Morales,0.9168273035060777,0.29048246439550784,0.2785344331478995,0.44575273338940286,0.560702875399361,0.20577777777777775,0.9566666666666667,0.08902691511387173
Jacare Souza,Derek Brunson,0.9308615796566533,0.5076923076923077,0.5106732348111658,0.64,0.037800687285223365,0.42333333333333334,0.7666666666666667,0.12878787878787873
Dennis Bermudez,Andre Fili,0.057324175898868755,0.27884615384615385,0.27941176470588236,0.44,0.271523178807947,0.1,1,0.16521739130434787
Mirsad Bektic,Godofredo Pepey,5.829126566113865e-5,0.6243386243386243,0.20855614973262032,0.16058394160583941,0.5714285714285714,0.44433333333333336,0.5566666666666666,0.6556776556776557
Katlyn Chookagian,Mara Romero Borella,0.027922573784073024,0.2961038961038961,0.25968992248062017,0.3673469387755102,0.6610169491525424,0.1,1,0.2778139232270658
Randa Markos,Juliana Lima,0.05215356307841774,0.2813852813852814,0.21212121212121213,0.7017543859649122,0.42028985507246375,0.1,1,0.182311222361285
Stipe Miocic,Francis Ngannou,0.9608342772032357,0.36128048780487804,0.7059748427672957,0.10138248847926268,0,0,1,0.22962962962962952
Daniel Cormier,Volkan Oezdemir,0.0018329389424928053,0.693877551020408,0.27877237851662406,0.6329113924050633,0.12871287128712872,0.24,0.7,0.5155406391361448
Gian Villante,Francimar Barroso,0.05215356307841774,0.41025641025641024,0.28698752228163993,0.14285714285714285,0.2907801418439716,0.1,1,0.182311222361285
Thomas Almeida,Rob Font,0.06297335605699649,0.41295546558704455,0.3573059360730593,0.20930232558139536,0.19413919413919414,0.23466666666666663,0.74,0.14739229024943312
Dustin Ortiz,Alexandre Pantoja,0.07585818002124355,0.21367521367521367,0.3081232492997199,0.5223880597014925,0.6382978723404256,0.1,1,0.1093518060366156
Jeremy Stephens,Dooho Choi,0.9568927450589139,0.28884625924910934,0.5444444444444444,0.1273100616016427,0.12195121951219512,0.23199999999999998,0.76,0.21447824412783995
Paige VanZant,Jessica-Rose Clark,0.09975048911968513,NA,0.19090909090909092,NA,0.47368421052631576,0.1,1,0.045454545454545414
Kamaru Usman,Emil Meek,2.902311985211097e-6,0.6222222222222222,0.17027863777089783,0.3,0.29411764705882354,0.1,1,0.7223529411764705
Darren Elkins,Michael Johnson,0.9791636554813196,0.19090909090909092,0.38256343526350034,0.5263157894736842,0.06934306569343066,0.2351111111111111,0.7366666666666667,0.313782991202346
Kalindra Faria,Jessica Eye,0.9241418199787566,0.21025641025641026,0.2591093117408907,0.35135135135135137,0.39285714285714285,0.1,1,0.1093518060366156
Cris Cyborg,Holly Holm,0.002731960763011059,NA,0.22943722943722944,NA,0.1836734693877551,NA,NA,0.4907332796132151
Khabib Nurmagomedov,Edson Barboza,6.10879359434401e-4,0.4867928938756428,0.25882352941176473,0.5766192733017378,0.2,0.1,1,0.5713634290925673
Cynthia Calvillo,Carla Esparza,0.01798620996209156,0.4666666666666667,0.14358974358974358,0.7647058823529411,0.5384615384615384,0.1,1,0.33035714285714285
Carlos Condit,Neil Magny,0.08317269649392238,0.4326923076923077,0.25396825396825395,0.24324324324324326,0.5714285714285714,0.1,1,0.08902691511387173
Myles Jury,Rick Glenn,0.03557118927263618,0.3205128205128205,0.22619047619047616,0.47619047619047616,0.35294117647058826,0.1,1,0.24420677361853826
Louis Smolka,Matheus Nicolau,0.9758729785823308,0.2159090909090909,0.3176470588235294,0.5882352941176471,0.34782608695652173,NA,NA,0.2962962962962963
Tim Elliott,Mark De La Rosa,0.027922573784073024,0.3484848484848485,0.2159090909090909,0.47368421052631576,0.5882352941176471,0.24422222222222223,0.6683333333333333,0.2778139232270658
Robbie Lawler,Rafael Dos Anjos,0.9088770389851438,0.4357142857142857,0.4449760765550239,0.05263157894736842,0.3835616438356164,0,1,0.06775067750677505
Ricardo Lamas,Josh Emmett,0.0047257126023954816,0.39285714285714285,0.21266968325791857,0.3333333333333333,0.2558139534883721,0.40900000000000003,0.91,0.4537346711259755
Santiago Ponzinibbio,Mike Perry,0.05215356307841774,0.5256916996047432,0.40977443609022557,0.11504424778761062,0.09090909090909091,0.1,1,0.182311222361285
Glover Teixeira,Misha Cirkunov,0.9370266439430035,0.2915601023017903,0.4673913043478261,0.3877551020408163,0.45454545454545453,0.445,0.55,0.14739229024943312
Jared Cannonier,Jan Blachowicz,0.027922573784073024,0.35661764705882354,0.18803418803418803,0.13793103448275862,0.4,0.1,1,0.2778139232270658
Cub Swanson,Brian Ortega,0.9002495108803148,0.24444444444444446,0.538961038961039,0.1568627450980392,0.7142857142857143,0.22177777777777777,0.8366666666666667,0.045454545454545414
Jason Knight,Gabriel Benitez,0.0024726231566347743,0.5793650793650793,0.18181818181818182,0.660377358490566,0.5,0.1,1,0.4971715901948461
Marlon Moraes,Aljamain Sterling,0.057324175898868755,0.22666666666666668,0.2426470588235294,0.2727272727272727,0.5172413793103449,0.4776666666666667,0.22333333333333333,0.16630481980026052
Alexis Davis,Liz Carmouche,0.9088770389851438,0.20121212121212123,0.24285714285714285,0.6133333333333333,0.6,0.1,1,0.06775067750677505
Max Holloway,Jose Aldo,0.008162571153159897,0.6565656565656566,0.2530503978779841,0,0.18306636155606407,0.1015,0.99,0.4097222222222222
Alistair Overeem,Francis Ngannou,0.9878715650157257,0.3333333333333333,0.7017543859649122,0.16417910447761194,0,0.46599999999999997,0.34,0.3743890518084067
Henry Cejudo,Sergio Pettis,0.003018416324708424,0.27692307692307694,0.20634920634920634,0.25,0.5428571428571428,0.1,1,0.4841269841269841
Eddie Alvarez,Justin Gaethje,0.9608342772032357,0.28,0.5909090909090909,0.25806451612903225,0.09090909090909091,0.11016666666666666,0.9322222222222222,0.22962962962962952
Tecia Torres,Michelle Waterson,0.009951801866904324,0.22023809523809523,0.2152080344332855,0.5757575757575758,0.5522388059701493,0.1,1,0.391705069124424
Alex Oliveira,Yancy Medeiros,8.244246863982953e-4,0.4943848686988094,0.26495726495726496,0.835221421215242,0.4074074074074074,0.12966666666666665,0.8022222222222222,0.5578231292517006
Felice Herrig,Cortney Casey,0.47502081252106,0.2490842490842491,0.282021151586369,0.6333333333333333,0.6346153846153846,0.1,1,0.022688598979013097
Michael Bisping,Kelvin Gastelum,0.9949333706665338,0.20524178663713546,0.7015503875968992,0.2054263565891473,0,0.45,0.5,0.44871455075536715
Fabricio Werdum,Marcin Tybura,0.004070137715896128,0.599444958371878,0.20512820512820512,0.7786885245901639,0.16666666666666666,0,1,0.4642857142857143
Dustin Poirier,Anthony Pettis,0.5,0.34983034983034983,0.47368421052631576,0.22007722007722008,0.42748091603053434,0.12866666666666665,0.8088888888888889,0
Junior Albini,Andrei Arlovski,0.003018416324708424,0.6916070266753417,0.2545454545454545,0,0.2608695652173913,0.1,1,0.4841269841269841
Raphael Assuncao,Matthew Lopez,0.0011125360328603216,0.30952380952380953,0.15476190476190477,0.45454545454545453,0.4583333333333333,0.13166666666666665,0.7888888888888889,0.5433316035288013
John Dodson,Marlon Moraes,0.09112296101485616,0.293040293040293,0.24333333333333335,0.3269230769230769,0.3230769230769231,0.1,1,0.06775067750677505
Michael Bisping,Georges St-Pierre,0.09975048911968513,0.369047619047619,0.3205128205128205,0.06896551724137931,0.47619047619047616,0.10616666666666666,0.9588888888888889,0.045454545454545414
Cody Garbrandt,TJ Dillashaw,0.020836344518680425,0.42300194931773877,0.21195652173913043,0.08629441624365482,0.4,0.23088888888888887,0.7683333333333333,0.313782991202346
Joanna Jedrzejczyk,Rose Namajunas,6.144174602214718e-6,0.5239398084815321,0.15873015873015872,0.06705539358600583,0.7142857142857143,0.439,0.61,0.7083333333333334
