RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds,Year
Paul Felder,Mike Perry,-170,150,58.8235,150,2018-07-07,"Las Vegas, Nevada, USA", USA,Blue,False,Welterweight,MALE,3,2,0,0,41.5714,0.471,0,0.2857,0.179,2,3,16,0,0,0,0,4,0,0,4,Orthodox,177.8,180.34,170,0,3,0,38.8,0.463,0.3,0.3,0.15,3,3,24,0,0,1,1,4,1,0,7,Orthodox,180.34,177.8,155,34,26,-2,-3,-1,-3,0,-8,0,0,-1,-2.54,2.54,8,2.7714,-0.3,-0.0143,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,neither,S-DEC,,3,5:00,900,287,370,700,1983,252,258,2018
Michael Chiesa,Anthony Pettis,-175,155,57.1429,155,2018-07-07,"Las Vegas, Nevada, USA", USA,Blue,False,Lightweight,MALE,3,1,0,0,36.8462,0.483,0.6154,0.6154,0.166,5,6,34,4,0,1,1,2,3,0,7,Orthodox,177.8,182.88,170,1,0,0,18.1,0.384,0.8,1.5,0.403,3,3,20,1,0,0,2,0,5,0,7,Southpaw,185.42,190.5,170,30,31,0,0,2,0,-3,14,3,2,-2,-7.62,-7.62,-1,18.7462,-0.1846,-0.8846,0,12,9,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,Red,SUB,Triangle Choke,2,0:52,352,247,327,235,635,792,665,2018
Uriah Hall,Paulo Costa,245,-290,245,34.4828,2018-07-07,"Las Vegas, Nevada, USA", USA,Blue,False,Middleweight,MALE,3,0,3,0,38,0.583,0,0,0,3,0,5,0,0,0,0,3,0,0,3,Orthodox,185.42,182.88,185,0,1,0,27.5,0.541,0.1667,0.5833,0.27,3,6,24,1,0,0,1,3,0,2,6,Orthodox,182.88,200.66,185,33,27,0,2,0,-3,6,-19,-1,-2,0,2.54,-17.78,6,10.5,-0.1667,-0.5833,0,10,9,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Punches,2,2:38,458,750,460,1700,1387,410,-155,2018
Raphael Assuncao,Rob Font,-140,120,71.4286,120,2018-07-07,"Las Vegas, Nevada, USA", USA,Red,False,Bantamweight,MALE,3,0,1,0,38.7143,0.479,0.5714,0.7143,0.29,2,2,12,0,0,0,0,4,1,0,5,Orthodox,172.72,180.34,135,0,3,0,46.5833,0.415,0.1667,0.9167,0.192,7,2,32,0,0,3,4,2,1,0,10,Orthodox,165.1,167.64,135,35,31,0,-2,-5,-5,0,-20,0,2,0,7.62,12.7,4,-7.869,0.4048,-0.2024,0,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,Red,U-DEC,,3,5:00,900,115,260,775,1445,1010,460,2018
Brad Tavares,Israel Adesanya,-105,-115,95.2381,86.9565,2018-07-06,"Las Vegas, Nevada, USA", USA,Blue,False,Middleweight,MALE,5,0,2,0,54.5,0.575,0,0,0,2,0,5,0,0,1,0,1,0,0,2,Switch,193.04,203.2,185,0,4,0,41,0.427,0,0.9375,0.211,5,4,43,0,0,2,8,2,0,0,12,Orthodox,185.42,187.96,185,30,28,0,-2,-3,-10,4,-38,0,-1,0,7.62,15.24,2,13.5,0,-0.9375,0,NA,8,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,,5,5:00,1500,305,400,745,2500,324,170,2018
Roxanne Modafferi,Barb Honchak,130,-150,130,66.6667,2018-07-06,"Las Vegas, Nevada, USA", USA,Red,False,Women's Flyweight,FEMALE,3,1,0,0,71,0.3,2,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,162.56,165.1,125,2,0,0,87,0.265,0.5,1,0.11,0,2,8,1,0,0,0,0,0,0,0,Orthodox,170.18,175.26,125,35,38,1,0,0,0,1,-5,-1,0,0,-7.62,-10.16,-3,-16,1.5,-1,0,7,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blue,KO/TKO,Elbows,2,3:32,512,180,100,1455,775,1665,1155,2018
Donald Cerrone,Leon Edwards,215,-255,215,39.2157,2018-06-23,"Kallang, Singapore", Singapore,Blue,False,Welterweight,MALE,5,0,5,0,28.4444,0.537,0.5556,1.3333,0.246,5,2,25,0,0,0,4,2,1,0,7,Southpaw,182.88,187.96,170,0,1,0,43.0741,0.495,0.3704,0.7037,0.298,8,7,55,1,0,0,6,9,5,0,20,Orthodox,185.42,185.42,155,35,26,0,4,-3,-13,5,-30,-1,-7,-4,-2.54,2.54,9,-14.6296,0.1852,0.6296,0,13,11,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,Red,U-DEC,,5,5:00,1500,515,300,600,1350,525,125,2018
Ovince Saint Preux,Tyson Pedro,125,-145,125,68.9655,2018-06-23,"Kallang, Singapore", Singapore,Red,False,Light Heavyweight,MALE,3,0,1,0,17.5,0.578,0.5,0.5,0.25,2,1,6,0,0,0,0,1,2,0,3,Orthodox,190.5,200.66,205,1,0,0,24.8125,0.449,0.25,0.5625,0.26,4,6,37,1,1,0,1,5,3,0,10,Southpaw,190.5,203.2,205,35,26,1,1,-2,-7,5,-31,-1,-4,-1,0,-2.54,9,-7.3125,0.25,-0.0625,0,13,7,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,Red,SUB,Armbar,1,2:54,174,360,375,650,600,350,250,2018
Jessica-Rose Clark,Jessica Eye,-165,145,60.6061,145,2018-06-23,"Kallang, Singapore", Singapore,Blue,False,Women's Flyweight,FEMALE,3,0,1,0,45.625,0.41,0.875,0.5,0.219,1,6,23,0,0,1,0,0,0,1,2,Orthodox,167.64,167.64,125,0,2,0,78,0.57,1,2,0.66,2,0,6,0,0,1,1,0,0,0,2,Orthodox,165.1,162.56,125,30,31,0,-1,-1,0,-6,17,0,1,0,2.54,5.08,-1,-32.375,-0.125,-1.5,0,10,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,,3,5:00,900,110,150,1200,1400,950,1000,2018
Robert Whittaker,Yoel Romero,-275,235,36.3636,235,2018-06-09,"Chicago, Illinois, USA", USA,Red,False,Middleweight,MALE,5,0,1,0,39.1,0.57,0,1.7,0.271,8,1,30,2,0,1,1,7,0,0,9,Southpaw,182.88,185.42,185,0,8,0,53.8333,0.442,0,0.3333,0.25,8,2,30,2,0,0,5,5,0,0,10,Orthodox,182.88,185.42,185,27,41,0,-7,0,-1,1,0,0,2,0,0,0,-14,-14.7333,0,1.3667,0,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,Red,S-DEC,,5,5:00,1500,205,800,1875,2350,148,293,2018
Rafael Dos Anjos,Colby Covington,115,-135,115,74.0741,2018-06-09,"Chicago, Illinois, USA", USA,Blue,True,Welterweight,MALE,5,0,5,0,35.3333,0.54,0.2222,4.5556,0.506,5,1,23,0,0,0,4,2,2,0,8,Orthodox,180.34,182.88,170,0,3,0,44.9583,0.446,0.5833,1.75,0.3,5,7,64,3,0,0,10,4,3,0,17,Southpaw,172.72,177.8,170,33,30,0,2,0,-9,6,-41,-3,-2,-1,7.62,5.08,3,-9.625,-0.3611,2.8056,0,4,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,Red,U-DEC,,5,5:00,1500,400,130,560,958,319,900,2018
Holly Holm,Megan Anderson,-145,125,68.9655,125,2018-06-09,"Chicago, Illinois, USA", USA,Red,False,Women's Featherweight,FEMALE,3,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,145,1,0,0,50.75,0.376,0,0.25,0.25,3,4,31,4,0,1,1,2,0,0,4,Southpaw,172.72,175.26,145,36,28,1,0,-3,-4,4,-31,-4,-2,0,10.16,7.62,8,-50.75,0,-0.25,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,neither,U-DEC,,3,5:00,900,-105,260,1800,1430,690,472,2018
Andrei Arlovski,Tai Tuivasa,190,-230,190,43.4783,2018-06-09,"Chicago, Illinois, USA", USA,Blue,False,Heavyweight,MALE,3,0,2,0,30,0.675,0,0,0,2,0,2,0,0,0,0,2,0,0,2,Southpaw,187.96,190.5,264,0,2,0,25.44,0.461,0.2,0.28,0.118,7,9,50,5,0,1,4,9,2,0,16,Orthodox,190.5,195.58,240,39,25,0,0,-5,-14,9,-48,-5,-7,-2,-2.54,-5.08,14,4.56,-0.2,-0.28,0,12,9,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,,3,5:00,900,429,775,1700,3000,447,-155,2018
Alistair Overeem,Curtis Blaydes,170,-200,170,50,2018-06-09,"Chicago, Illinois, USA", USA,Blue,False,Heavyweight,MALE,3,0,3,0,44.6667,0.522,0,4.8333,0.612,3,2,14,0,0,0,2,1,0,1,4,Orthodox,193.04,203.2,265,1,0,0,31.7692,0.685,0.0769,0.2308,0.192,4,5,25,1,1,0,2,5,0,0,8,Orthodox,193.04,203.2,265,38,27,1,3,-1,-4,3,-11,-1,-3,0,0,0,11,12.8974,-0.0769,4.6026,0,4,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Elbows,3,2:56,776,460,287,795,2000,435,175,2018
Claudia Gadelha,Carla Esparza,-270,230,37.037,230,2018-06-09,"Chicago, Illinois, USA", USA,Red,False,Women's Strawweight,FEMALE,3,0,1,0,30.8,0.376,0.6,3.4,0.418,1,2,14,2,0,0,2,0,1,0,3,Orthodox,154.94,160.02,115,1,0,0,50.7143,0.403,1,3.8571,0.58,2,3,21,1,0,0,3,0,1,0,4,Orthodox,162.56,160.02,115,29,30,1,1,-1,-1,1,-7,1,0,0,-7.62,0,-1,-19.9143,-0.4,-0.4571,0,6,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,S-DEC,,3,5:00,900,-125,320,459,1486,765,1000,2018
Ricardo Lamas,Mirsad Bektic,205,-245,205,40.8163,2018-06-09,"Chicago, Illinois, USA", USA,Blue,False,Featherweight,MALE,3,0,1,0,29.3333,0.472,0.3333,2.5,0.47,4,1,13,0,1,0,1,2,1,0,5,Orthodox,172.72,177.8,145,1,0,0,29.2308,0.467,0.6154,1,0.302,4,4,28,1,0,0,3,3,3,0,9,Orthodox,172.72,180.34,145,36,27,1,1,0,-4,3,-15,-1,-1,-2,0,-2.54,9,0.1026,-0.2821,1.5,0,11,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,Red,S-DEC,,3,5:00,900,400,150,850,1350,820,250,2018
Joseph Benavidez,Sergio Pettis,-200,170,50,170,2018-06-09,"Chicago, Illinois, USA", USA,Blue,False,Flyweight,MALE,3,1,0,0,54.8,0.375,0.5,1.1,0.328,4,3,31,0,0,0,7,0,0,0,7,Orthodox,167.64,175.26,135,0,6,0,47.3571,0.353,0.2857,1,0.201,6,2,36,2,0,1,7,3,1,0,12,Southpaw,162.56,165.1,125,33,24,-1,-6,-2,-5,-1,-5,-2,-3,-1,5.08,10.16,9,7.4429,0.2143,0.1,0,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,Red,S-DEC,,3,5:00,900,-120,320,550,1500,912,626,2018
Jimmie Rivera,Marlon Moraes,-120,100,83.3333,100,2018-06-01,"Utica, New York, USA", USA,Blue,False,Bantamweight,MALE,5,0,2,0,32,0.377,0.3333,0.3333,0.167,2,1,7,0,0,1,0,1,0,0,2,Orthodox,167.64,170.18,135,0,5,0,56,0.432,0,1,0.166,5,0,13,0,0,1,3,1,0,0,5,Orthodox,162.56,172.72,135,28,30,0,-3,-3,-3,-1,-6,0,0,0,5.08,-2.54,-2,-24,0.3333,-0.6667,0,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,Red,KO/TKO,Kick,1,0:33,33,150,205,1245,865,565,460,2018
Gian Villante,Sam Alvey,135,-155,135,64.5161,2018-06-01,"Utica, New York, USA", USA,Blue,False,Light Heavyweight,MALE,3,0,1,0,28.5714,0.496,0.0714,0.0714,0.071,4,5,29,0,0,1,2,5,1,0,9,Southpaw,187.96,190.5,205,0,1,0,50.0833,0.448,0,0.4167,0.188,2,6,31,0,0,2,0,4,0,0,6,Orthodox,190.5,193.04,205,32,32,0,0,2,3,1,-2,0,1,1,-2.54,-2.54,0,-21.5119,0.0714,-0.3452,0,NA,15,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,S-DEC,,3,5:00,900,176,280,2160,1435,800,170,2018
Sijara Eubanks,Lauren Murphy,-210,175,47.619,175,2018-06-01,"Utica, New York, USA", USA,Red,False,Women's Flyweight,FEMALE,3,0,1,0,57.2,0.424,0,1.2,0.36,1,3,15,0,0,1,0,1,0,0,2,Orthodox,170.18,170.18,125,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,170.18,135,33,34,0,1,1,2,-3,15,0,1,0,7.62,0,-1,57.2,0,1.2,0,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,,3,5:00,900,130,221,734,1900,454,1140,2018
Stephen Thompson,Darren Till,-150,130,66.6667,130,2018-05-27,"Liverpool, England, United Kingdom", United Kingdom,Blue,False,Welterweight,MALE,5,0,3,0,35.6,0.516,0,0.6,0.332,3,1,12,0,0,0,2,2,0,0,4,Southpaw,182.88,187.96,170,0,1,0,49.9167,0.47,0,0.4167,0.153,7,3,33,2,0,0,4,5,0,0,9,Orthodox,182.88,190.5,170,35,25,0,2,-4,-5,2,-21,-2,-3,0,0,-2.54,10,-14.3167,0,0.1833,0,8,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,Red,U-DEC,,5,5:00,1500,235,360,2300,2000,250,210,2018
Neil Magny,Craig White,-750,525,13.3333,525,2018-05-27,"Liverpool, England, United Kingdom", United Kingdom,Red,False,Welterweight,MALE,3,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,193.04,170,0,1,0,45.3889,0.424,0.2778,2.2778,0.462,7,5,47,0,0,1,7,4,1,0,13,Orthodox,190.5,203.2,170,30,27,0,-1,-7,-13,5,-47,0,-4,-1,-2.54,-10.16,3,-45.3889,-0.2778,-2.2778,0,NA,9,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Knee,1,4:32,272,265,900,325,1000,115,1600,2018
Lina Lansberg,Gina Mazany,140,-160,140,62.5,2018-05-27,"Liverpool, England, United Kingdom", United Kingdom,Red,False,Women's Bantamweight,FEMALE,3,0,1,0,19,0.29,0,2.5,0.355,1,1,4,0,0,0,1,0,0,0,1,Southpaw,167.64,172.72,135,1,0,0,45,0.597,0,0.3333,0.047,1,2,7,0,0,0,1,0,0,0,1,Orthodox,170.18,165.1,135,36,29,1,1,0,0,1,-3,0,0,0,-2.54,7.62,7,-26,0,2.1667,0,15,14,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,,3,5:00,900,185,148,2350,1060,700,480,2018
Elias Theodorou,Trevor Smith,-390,320,25.641,320,2018-05-27,"Liverpool, England, United Kingdom", United Kingdom,Red,False,Middleweight,MALE,3,0,1,0,42.6667,0.558,0.6667,1.4444,0.253,2,4,23,0,0,1,4,0,0,0,5,Orthodox,190.5,190.5,185,0,1,0,51.25,0.399,0,1.625,0.333,3,2,22,1,0,0,4,2,0,0,6,Orthodox,185.42,190.5,185,29,37,0,0,-1,-1,-2,1,-1,-2,0,5.08,0,-8,-8.5833,0.6667,-0.1806,0,NA,15,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,,3,5:00,900,-140,420,1800,1550,370,1385,2018
Demian Maia,Kamaru Usman,415,-525,415,19.0476,2018-05-19,"Santiago, Chile", Chile,Blue,False,Welterweight,MALE,5,0,7,0,47.2857,0.55,0.2857,4,0.419,7,0,18,1,0,0,5,1,1,0,7,Switch,182.88,193.04,170,2,0,0,22.7778,0.536,0.8889,2.2222,0.375,7,8,73,2,0,1,8,1,9,0,19,Southpaw,185.42,182.88,170,40,31,2,7,0,-12,8,-55,-1,0,-8,-2.54,10.16,9,24.5079,-0.6032,1.7778,0,7,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,Red,U-DEC,,5,5:00,1500,1200,190,450,2400,1600,-155,2018
Alexa Grasso,Tatiana Suarez,425,-550,425,18.1818,2018-05-19,"Santiago, Chile", Chile,Blue,False,Women's Strawweight,FEMALE,3,0,2,0,43.5,0.75,0.5,3.5,0.9,2,0,4,1,0,0,1,0,1,0,2,Southpaw,165.1,167.64,115,0,1,0,69.6667,0.42,0.3333,0.3333,0.167,1,1,9,0,0,1,1,0,0,0,2,Orthodox,165.1,167.64,115,24,27,0,1,1,0,1,-5,1,0,1,0,0,-3,-26.1667,0.1667,3.1667,0,12,9,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,SUB,Rear Naked Choke,1,2:44,164,800,-155,1800,200,1600,700,2018
Brandon Moreno,Alexandre Pantoja,-110,-110,90.9091,90.9091,2018-05-19,"Santiago, Chile", Chile,Blue,False,Flyweight,MALE,3,1,0,0,58.3333,0.423,1.6667,1,0.777,2,1,9,0,0,1,0,0,1,0,2,Orthodox,165.1,170.18,125,1,0,0,32.75,0.42,1,2.5,0.47,3,1,11,0,0,1,0,0,2,0,3,Orthodox,170.18,177.8,125,24,28,0,0,-1,-1,0,-2,0,0,-1,-5.08,-7.62,-4,25.5833,0.6667,-1.5,0,12,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,Red,U-DEC,,3,5:00,900,190,175,650,475,1000,625,2018
Amanda Nunes,Raquel Pennington,-700,500,14.2857,500,2018-05-12,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Red,True,Women's Bantamweight,FEMALE,5,0,4,0,49.875,0.531,1.125,1.25,0.595,4,2,21,0,0,1,3,0,2,0,6,Orthodox,170.18,170.18,135,0,6,0,31.1111,0.576,0.4444,0.8889,0.23,6,1,17,3,0,1,1,4,2,0,8,Orthodox,172.72,175.26,145,29,29,0,-2,-2,-2,-1,4,-3,-4,0,-2.54,-5.08,0,18.7639,0.6806,0.3611,0,2,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Punches,5,2:36,1356,240,1000,275,1325,125,1400,2018
Jacare Souza,Kelvin Gastelum,-115,-105,86.9565,95.2381,2018-05-12,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Blue,False,Middleweight,MALE,3,0,1,0,44.9231,0.465,0.1538,0.6923,0.243,5,4,32,1,0,2,2,3,2,0,9,Southpaw,175.26,180.34,185,0,1,0,18.4,0.497,0.7,1.2,0.353,5,2,17,0,0,0,1,3,4,0,8,Orthodox,185.42,182.88,185,38,26,0,0,0,1,-2,15,1,0,-2,-10.16,-2.54,12,26.5231,-0.5462,-0.5077,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,Blue,S-DEC,,3,5:00,900,315,525,175,2000,700,220,2018
John Lineker,Brian Kelleher,-265,225,37.7358,225,2018-05-12,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Red,False,Bantamweight,MALE,3,0,2,0,46.25,0.438,0.5,0.75,0.395,2,1,8,0,0,0,1,1,1,0,3,Switch,167.64,167.64,135,0,1,0,57.2857,0.413,0.4286,0.4286,0.179,6,3,35,0,0,1,4,5,1,0,11,Orthodox,160.02,170.18,135,27,31,0,1,-4,-8,2,-27,0,-4,0,7.62,-2.54,-4,-11.0357,0.0714,0.3214,0,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Punch,3,3:43,823,115,300,825,1200,200,1400,2018
Vitor Belfort,Lyoto Machida,165,-190,165,52.6316,2018-05-12,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Blue,False,Middleweight,MALE,3,0,1,0,30.6522,0.524,0.3478,0.6087,0.267,8,8,61,5,0,2,6,6,1,0,15,Southpaw,185.42,187.96,185,0,1,0,11.4,0.507,0.32,0.24,0.11,3,10,38,6,0,0,1,11,2,1,15,Southpaw,182.88,187.96,185,41,39,0,0,5,0,2,23,-1,-6,-1,2.54,0,2,19.2522,0.0278,0.36870000000000003,0,12,9,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Kick,2,1:00,360,500,175,1600,1600,385,155,2018
Aleksei Oleinik,Junior Albini,135,-145,135,68.9655,2018-05-12,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Red,False,Heavyweight,MALE,3,1,0,0,34.5,0.525,0,0,0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,190.5,187.96,264,1,0,0,20.8333,0.487,1,1.3333,0.262,2,2,10,0,0,0,0,1,3,0,4,Orthodox,187.96,203.2,240,40,27,0,0,-1,-3,1,-6,0,0,-3,2.54,-15.24,13,13.6667,-1,-1.3333,0,14,10,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,Red,SUB,Other - Choke,1,1:45,105,NA,375,NA,1400,NA,140,2018
Edson Barboza,Kevin Lee,145,-165,145,60.6061,2018-04-21,"Atlantic City, New Jersey, USA", USA,Blue,False,Lightweight,MALE,5,1,0,0,36.9167,0.448,0.9167,2.3333,0.444,5,3,26,1,0,1,3,1,4,0,9,Orthodox,175.26,195.58,170,1,0,0,40.6667,0.441,0.0556,0.3889,0.203,4,5,43,0,1,1,5,6,0,0,13,Orthodox,180.34,190.5,155,32,25,0,0,1,-4,2,-17,1,-5,4,-5.08,5.08,7,-3.75,0.8611,1.9444,0,7,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,Red,KO/TKO,,5,2:18,1338,375,375,1800,165,300,700,2018
Frankie Edgar,Cub Swanson,-275,235,36.3636,235,2018-04-21,"Atlantic City, New Jersey, USA", USA,Red,False,Featherweight,MALE,3,1,0,0,65.6429,0.495,0.1429,0.7857,0.433,6,4,42,0,0,0,6,4,0,0,10,Orthodox,172.72,177.8,145,1,0,0,61.087,0.429,0.4348,2.913,0.305,5,7,80,8,0,0,9,4,2,1,16,Orthodox,167.64,172.72,145,36,34,0,0,1,-6,3,-38,-8,-1,-2,5.08,5.08,2,4.5559,-0.2919,-2.1273,0,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,Red,U-DEC,,3,5:00,900,-155,450,1200,1600,1000,465,2018
